sec,sg_1,sg_2,sg_3,sg_4,sg_5,sg_6,sg_7,sg_8,sg_9,sg_10,sg_11,sg_12,sg_13,sg_14,sg_15,sg_15A,sg_16,sg_17,sg_18,sg_19,sg_20,sg_21,sg_22,sg_22A,sg_23,sg_24,sg_25,sg_26,sg_26A,sg_26B,sg_26C,sg_26D,sg_26E,sg_36,sg_37,sg_38,sg_39,sg_40,sg_41,sg_42,sg_43,sg_43A,sg_44,sg_45,sg_46,sg_47,sg_48,sg_48A,sg_48B,sg_48C,sg_48D,sg_48E,sg_48F,sg_48G,sg_48H,sg_48I,sg_48J,sg_48K,sg_48L,sg_48M,sg_48N,sg_48O,sg_48P,sg_48Q,sg_48R,sg_49,sg_50,sg_51,sg_52,sg_52A,sg_53,sg_54,sg_55,sg_56,sg_57,sg_58,sg_59,sg_60,sg_61,sg_62,sg_63,sg_64,sg_65,sg_66,sg_67,sg_68,eu_1,eu_2,eu_3,eu_4,eu_5,eu_6,eu_7,eu_8,eu_9,eu_10,eu_11,eu_12,eu_13,eu_14,eu_15,eu_16,eu_17,eu_18,eu_19,eu_20,eu_21,eu_22,eu_23,eu_24,eu_25,eu_26,eu_27,eu_28,eu_29,eu_30,eu_31,eu_32,eu_33,eu_34,eu_35,eu_36,eu_37,eu_38,eu_39,eu_40,eu_41,eu_42,eu_43,eu_44,eu_45,eu_46,eu_47,eu_48,eu_49,eu_50,eu_51,eu_52,eu_53,eu_54,eu_55,eu_56,eu_57,eu_58,eu_59,eu_60,eu_61,eu_62,eu_63,eu_64,eu_65,eu_66,eu_67,eu_68,eu_69,eu_70,eu_71,eu_72,eu_73,eu_74,eu_75,eu_76,eu_77,eu_78,eu_79,eu_80,eu_81,eu_82,eu_83,eu_84,eu_85,eu_86,eu_87,eu_88,eu_89,eu_90,eu_91,eu_92,eu_93,eu_94,eu_95,eu_96,eu_97,eu_98
eu_53,51,54,59,52,49,47,52,56,52,50,54,52,53,50,54,47,53,47,48,46,51,50,46,41,49,46,45,48,46,52,47,49,46,46,49,46,57,56,60,46,51,53,51,49,58,53,50,46,57,44,45,47,50,46,53,47,53,54,54,55,47,50,54,45,50,54,50,52,51,49,47,49,49,50,51,54,49,43,52,52,47,50,49,52,49,56,54,55,52,55,45,51,45,64,48,60,48,70,63,70,48,52,49,50,80,50,55,53,55,46,48,52,53,56,46,47,28,50,35,52,50,52,44,44,48,52,49,54,52,43,42,49,49,48,42,40,43,57,0,26,57,31,60,59,52,60,55,34,53,48,49,55,51,49,57,49,58,58,60,50,54,53,34,38,58,48,51,49,34,55,48,50,46,43,125,49,54,45,51,51,49,48,52,48
eu_54,45,47,51,47,42,43,46,49,45,46,45,45,44,44,47,42,44,42,43,41,43,42,39,39,43,38,37,42,38,43,39,45,43,38,42,41,48,50,51,46,42,44,43,43,49,44,45,38,56,42,39,40,46,40,47,47,46,55,47,62,40,40,53,44,43,47,43,43,43,46,45,42,45,44,44,46,41,38,46,47,43,41,43,42,43,48,45,47,47,49,44,43,44,64,42,56,43,80,65,71,39,43,42,39,81,41,46,49,47,36,42,46,54,49,43,42,24,45,32,50,44,47,41,42,39,45,44,47,46,43,37,43,46,44,41,47,35,49,26,0,49,27,52,51,46,58,46,27,44,41,39,47,43,43,49,42,49,51,51,43,47,44,25,34,54,40,42,41,47,48,44,43,42,40,129,43,50,39,44,43,43,44,45,42
eu_55,22,11,8,15,31,20,16,10,17,16,12,17,10,16,11,25,19,38,27,38,19,19,21,34,21,23,22,36,23,18,36,45,43,23,25,22,8,11,6,44,18,13,15,34,6,19,17,23,66,38,36,25,50,26,11,23,16,62,18,71,36,18,59,41,42,16,20,18,21,49,37,18,14,14,30,18,18,29,17,12,30,18,21,14,32,11,23,12,14,10,44,21,16,75,43,65,42,97,74,83,30,18,37,28,96,22,13,51,11,27,34,14,66,9,54,26,35,19,60,50,27,16,35,32,29,12,33,12,16,26,40,38,18,47,31,54,19,6,57,49,0,34,10,8,14,89,13,37,14,17,26,14,21,25,6,16,9,8,9,16,9,11,50,63,64,27,20,29,46,9,47,44,41,34,155,18,63,22,12,24,33,42,13,45
eu_56,35,36,40,37,36,36,37,38,34,35,32,35,34,36,37,34,37,34,34,38,36,32,30,33,32,31,30,36,34,35,36,41,39,34,34,34,39,38,40,41,33,34,33,38,38,37,32,34,54,38,36,30,46,32,36,37,35,53,37,60,37,32,50,38,38,35,32,32,32,40,36,36,34,34,36,35,36,30,36,36,33,33,34,35,37,38,36,38,38,39,42,36,35,64,36,57,39,83,63,71,34,35,40,37,84,32,38,48,38,35,35,35,52,38,47,33,15,35,36,45,37,37,33,30,32,34,33,37,35,34,36,38,37,40,34,47,24,39,31,27,34,0,41,40,35,60,37,21,34,32,33,35,33,34,39,33,39,39,39,33,36,33,28,38,56,35,35,35,44,39,40,41,36,34,133,36,51,29,31,35,38,42,34,39
eu_57,27,13,6,17,33,21,17,9,21,21,18,20,15,18,13,29,19,43,30,43,21,21,26,36,23,26,25,39,25,22,38,50,47,25,27,22,7,10,8,51,20,14,18,40,6,19,20,25,69,41,37,27,53,27,15,28,17,66,19,77,39,22,64,44,44,17,21,20,22,52,41,20,21,15,32,22,21,33,19,15,32,21,23,13,31,10,27,12,14,10,47,21,20,81,46,70,46,100,79,88,32,21,40,32,101,24,15,54,10,30,38,16,70,8,59,30,39,21,64,56,30,17,41,38,31,15,37,12,18,28,42,39,21,48,32,59,20,12,60,52,10,41,0,5,15,95,14,40,19,20,29,17,22,29,12,13,6,9,5,13,10,14,52,66,68,28,23,34,49,7,50,47,47,38,160,19,66,25,19,27,36,46,16,49
eu_58,26,12,5,17,31,21,16,9,19,19,17,17,13,17,12,28,19,42,29,40,20,19,23,34,21,22,22,39,24,20,38,48,46,24,27,22,7,11,7,49,18,12,17,39,5,19,18,24,67,40,36,25,52,27,10,27,17,63,18,75,38,21,61,43,43,16,17,20,21,51,40,19,20,14,30,20,19,29,18,10,31,19,19,12,31,10,26,11,15,10,45,20,19,80,44,68,43,100,77,86,32,20,38,30,100,23,13,54,10,29,37,13,69,5,56,29,37,19,63,55,30,15,39,35,33,14,36,13,18,27,43,39,19,48,32,57,18,11,59,51,8,40,5,0,13,93,16,39,18,17,28,14,21,26,11,15,5,5,5,16,9,13,50,65,67,28,22,32,49,7,47,46,44,35,159,19,65,24,16,26,35,44,14,47
eu_59,23,14,13,14,29,18,13,14,17,17,17,16,12,16,15,25,18,37,26,36,15,16,20,32,18,20,20,38,22,16,36,43,42,22,26,18,12,12,13,43,17,13,15,34,14,18,16,22,61,36,32,24,47,19,12,24,14,58,17,69,33,19,55,39,38,13,20,17,17,45,33,15,18,14,28,19,19,27,18,13,27,17,19,13,28,14,22,12,15,11,40,20,17,73,40,63,40,92,70,79,29,17,34,27,91,19,13,48,13,24,33,15,62,14,50,26,32,15,56,49,27,17,35,32,30,15,32,13,14,25,41,35,17,46,29,51,14,15,52,46,14,35,15,13,0,85,16,33,16,16,25,14,18,25,15,15,10,14,14,16,13,14,45,57,59,25,20,30,42,13,43,42,42,31,150,18,59,21,15,25,31,38,8,44
eu_60,80,86,92,87,77,84,84,90,84,80,84,82,83,83,88,80,83,69,79,76,82,84,79,77,84,80,80,74,80,81,79,79,74,80,80,82,92,90,91,72,83,87,83,70,91,83,84,80,67,75,78,79,74,76,85,80,85,76,83,75,76,82,75,74,75,83,81,82,81,76,75,84,81,85,76,85,80,79,87,86,75,85,81,88,78,89,81,87,84,90,76,84,80,74,74,73,74,83,72,74,79,83,75,77,78,82,88,78,89,78,79,86,72,91,62,79,57,83,55,71,80,84,71,71,75,87,78,87,83,79,70,77,82,72,77,71,78,88,60,58,89,60,95,93,85,0,86,60,84,82,77,87,83,79,88,84,92,91,93,84,90,87,62,63,72,79,83,78,73,91,76,77,74,76,119,83,71,79,83,84,80,74,84,74
eu_61,21,15,14,17,29,19,17,14,18,19,16,17,17,18,14,25,17,36,26,36,19,20,23,34,20,23,22,35,22,17,30,43,41,22,24,20,14,14,13,45,18,15,16,34,15,17,18,22,61,36,33,25,48,24,16,23,16,58,16,71,36,19,57,40,39,17,18,18,22,45,38,19,18,14,28,21,20,30,17,16,26,20,21,15,28,14,22,12,16,15,42,19,19,72,42,63,43,92,74,82,27,18,35,26,92,20,15,46,15,28,33,17,63,15,53,26,36,18,58,50,26,15,35,32,29,15,32,14,17,23,38,36,20,45,28,53,19,14,55,46,13,37,14,16,16,86,0,35,19,19,25,16,19,24,14,17,16,16,15,17,14,16,46,58,58,26,22,29,42,14,45,40,40,35,149,18,59,24,17,23,33,42,18,42
eu_62,36,34,39,33,35,30,33,37,31,29,34,32,34,33,37,34,33,35,27,37,28,32,26,31,30,26,26,36,26,34,36,40,37,26,30,29,38,36,39,39,35,35,32,37,38,33,35,26,55,31,34,28,39,30,33,31,31,51,34,55,26,30,49,34,39,32,30,33,32,40,35,30,30,31,34,33,30,29,35,35,32,32,32,33,33,36,35,35,34,36,37,33,30,62,37,52,36,79,64,72,32,33,34,31,76,32,35,47,36,33,34,31,55,37,43,27,16,33,36,43,34,33,33,33,34,33,31,34,31,33,36,38,30,40,26,42,24,37,34,27,37,21,40,39,33,60,35,0,34,30,34,34,33,34,37,33,37,37,40,33,37,35,28,42,55,30,29,34,37,36,35,41,36,37,131,30,44,32,34,33,36,39,32,38
eu_63,21,15,19,19,27,19,17,17,16,17,15,17,13,17,18,23,20,37,27,36,19,21,20,32,22,22,22,36,24,19,34,42,39,24,24,20,17,17,16,41,19,17,14,32,15,20,19,24,59,36,32,24,46,25,16,23,17,58,17,65,30,21,57,37,40,17,18,17,20,45,36,19,17,16,29,19,19,28,19,17,26,19,19,19,28,18,24,18,18,17,41,20,16,70,40,61,38,91,70,79,28,18,37,26,92,21,18,48,16,24,32,16,62,19,51,27,32,18,56,47,25,17,33,30,28,16,32,16,18,25,35,36,20,42,27,52,17,16,53,44,14,34,19,18,16,84,19,34,0,19,26,16,19,24,16,18,19,19,17,16,16,13,46,57,60,26,20,29,42,17,42,41,37,31,147,19,57,20,15,25,31,38,14,43
eu_64,24,17,18,15,29,16,18,18,17,19,17,18,15,14,18,25,19,36,22,36,16,19,17,27,18,17,15,33,15,20,33,38,36,15,21,11,16,16,17,41,20,13,18,28,17,19,17,15,57,29,30,21,43,24,17,21,17,57,20,66,30,18,57,37,35,18,18,18,19,44,34,15,15,18,29,19,17,26,16,17,27,15,22,14,27,16,26,18,17,16,38,19,17,71,38,61,38,87,68,77,27,20,35,26,91,21,17,49,18,19,32,15,60,16,48,26,29,17,52,46,26,17,27,25,28,16,28,17,18,22,35,34,17,41,26,46,18,18,48,41,17,32,20,17,16,82,19,30,19,0,16,17,18,19,18,7,18,17,18,11,18,17,45,59,61,21,15,28,42,17,41,40,36,30,148,14,55,16,17,22,30,39,15,40
eu_65,27,24,27,24,28,26,26,24,26,23,25,27,23,24,25,26,24,36,28,34,23,25,24,31,27,24,24,32,18,26,32,38,40,18,28,20,26,26,28,42,24,22,26,29,28,24,25,18,55,29,30,27,41,26,25,26,26,55,26,62,33,25,53,37,35,27,25,26,25,40,34,20,23,25,29,25,22,29,26,25,27,25,26,24,28,20,28,25,25,25,37,25,26,66,38,59,40,84,64,71,26,23,32,22,87,25,24,47,24,24,30,24,56,26,46,29,33,26,50,44,26,25,34,32,29,26,34,25,23,27,37,34,24,39,29,45,24,27,49,39,26,33,29,28,25,77,25,34,26,16,0,26,26,23,27,18,28,27,29,22,26,27,42,55,58,25,23,26,43,26,41,42,39,32,142,25,53,26,26,28,33,36,24,40
eu_66,22,14,14,17,29,21,16,15,14,20,17,17,12,17,14,25,19,39,24,35,18,17,19,30,18,19,19,33,22,21,34,41,42,22,24,21,14,15,14,42,18,14,16,33,15,19,14,22,63,36,31,22,46,24,14,23,15,59,18,68,35,18,57,41,40,15,21,16,17,44,36,16,20,14,29,13,18,27,19,14,29,15,21,13,28,16,24,14,16,15,40,17,19,75,40,63,38,93,71,81,28,19,34,25,93,21,15,50,14,26,33,14,61,13,51,24,34,15,58,48,27,16,34,32,29,13,30,15,17,23,38,33,16,44,28,51,18,13,55,47,14,35,17,14,14,87,16,34,16,17,26,0,19,22,13,16,14,9,16,17,14,16,46,59,61,24,16,30,44,14,43,40,40,32,149,18,59,21,9,23,33,39,16,43
eu_67,23,16,22,19,25,15,20,17,18,21,19,19,19,19,20,21,18,35,24,34,21,20,22,30,19,22,21,33,23,20,34,41,37,23,23,20,20,18,20,41,22,19,10,32,19,18,19,23,58,34,33,23,39,22,19,21,18,55,18,64,29,15,55,34,38,21,14,18,15,43,34,21,20,18,28,17,21,27,15,19,28,20,19,17,26,17,23,20,20,16,39,18,20,66,38,57,34,92,70,79,29,15,32,27,88,19,19,47,18,25,35,19,59,20,49,24,33,16,55,50,27,16,32,30,29,18,31,15,21,25,35,36,20,40,25,48,20,20,51,43,21,33,22,21,18,83,19,33,19,18,26,19,0,22,20,17,19,21,19,16,18,18,43,56,59,26,19,28,40,19,33,40,34,30,146,20,53,14,20,24,33,43,18,40
eu_68,26,22,25,24,15,24,27,24,23,23,25,23,22,23,25,27,23,36,28,30,25,23,24,30,25,23,24,30,23,24,30,41,38,23,26,22,26,24,26,39,24,24,22,32,26,23,25,23,57,29,32,22,45,27,22,25,24,55,24,62,30,24,42,35,38,26,22,25,24,41,36,22,26,24,27,21,24,27,25,24,26,26,23,23,27,24,25,25,25,25,36,24,24,68,36,55,37,86,64,73,30,22,35,28,84,23,24,46,22,25,32,22,59,24,46,27,30,23,50,44,26,23,25,23,20,23,29,24,23,26,38,33,25,42,28,39,24,25,49,43,25,34,29,26,25,79,24,34,24,19,23,22,22,0,25,20,27,25,27,24,24,25,43,57,58,26,22,30,43,25,38,39,33,27,141,26,50,24,24,23,30,40,25,38
eu_69,21,9,10,16,32,21,17,10,16,18,16,17,12,17,11,25,18,39,25,37,21,19,23,34,22,23,22,34,21,19,33,44,42,21,24,23,10,12,7,44,19,14,17,33,9,18,16,21,65,35,34,24,48,25,12,24,14,60,17,70,34,20,58,41,42,16,20,15,21,49,39,18,18,12,30,17,19,30,20,13,31,17,22,13,30,12,23,11,15,11,43,21,17,75,44,64,40,97,71,80,31,20,38,30,93,23,14,51,12,28,33,14,65,11,53,26,38,20,59,51,28,17,35,32,30,12,32,13,18,25,38,38,18,46,31,52,20,0,57,49,6,39,12,11,15,88,14,37,16,18,27,13,20,25,0,17,10,9,12,17,11,12,50,62,63,26,20,31,45,10,44,43,40,34,153,19,61,22,15,25,34,42,16,45
eu_70,24,16,16,18,29,18,17,16,17,20,18,19,14,16,17,24,18,38,25,36,19,17,20,29,18,20,19,31,18,21,32,42,39,18,22,15,14,16,17,43,18,11,18,31,16,18,17,18,60,34,30,21,46,25,15,23,18,60,20,69,33,17,59,40,37,17,16,19,20,47,35,16,19,17,29,20,19,29,16,15,28,17,20,11,27,13,25,15,15,16,41,18,18,74,38,62,40,90,71,79,26,19,34,29,94,20,16,51,15,20,34,15,61,14,50,25,32,18,55,49,28,17,31,28,21,13,31,16,17,25,32,31,19,39,27,49,19,17,49,42,16,33,13,15,15,84,17,33,18,7,18,16,17,20,17,0,16,15,16,4,16,17,46,60,62,25,18,29,44,16,43,42,36,31,149,17,58,16,17,21,31,40,15,40
eu_71,26,11,6,16,30,21,15,8,19,18,17,18,14,18,12,27,19,41,29,40,20,19,23,34,22,23,21,38,22,21,38,48,47,22,27,20,5,9,8,47,19,14,16,38,7,19,17,22,67,38,36,25,52,26,12,26,16,63,19,74,36,19,61,42,43,16,20,18,18,49,38,19,19,13,31,19,19,30,18,13,31,19,20,10,31,9,25,12,13,8,45,20,19,79,44,67,44,99,76,85,31,18,37,29,98,20,13,54,7,27,36,14,66,8,56,26,37,18,62,54,29,15,38,35,32,14,36,11,17,25,42,37,18,47,30,55,17,10,58,49,9,39,6,5,10,92,16,37,19,18,28,14,19,27,10,16,0,8,6,16,9,13,49,63,66,25,21,31,46,6,47,45,45,36,157,20,64,23,16,22,33,42,12,45
eu_72,24,12,7,17,30,22,16,10,17,19,17,16,12,16,11,27,18,40,27,36,19,20,23,33,21,21,23,36,24,20,35,45,44,24,25,22,8,11,7,46,17,12,17,38,8,18,16,24,65,39,34,24,51,24,11,25,16,59,19,73,37,21,58,42,42,16,19,18,21,49,39,17,21,14,29,18,18,28,19,11,30,16,20,11,31,10,25,12,14,11,44,20,19,78,42,65,39,97,75,85,29,20,37,30,98,23,14,52,10,28,34,14,67,4,52,27,37,18,61,52,28,13,37,33,31,12,33,11,17,26,40,38,18,45,31,55,17,9,58,51,8,39,9,5,14,91,16,37,19,17,27,9,21,25,9,15,8,0,8,16,9,14,50,63,65,26,20,31,47,8,44,42,40,33,156,19,62,21,11,25,35,42,15,45
eu_73,26,12,7,16,33,21,17,8,20,19,16,20,13,19,14,28,19,42,29,42,20,22,24,36,23,25,24,40,24,22,39,49,46,24,28,21,6,10,8,49,19,14,15,39,6,19,19,24,68,40,37,28,52,27,14,27,17,66,20,76,39,20,63,44,44,17,21,20,22,52,41,19,21,15,32,21,20,32,18,14,31,21,23,13,31,10,27,13,15,10,47,23,19,79,46,70,45,101,79,87,33,19,38,31,101,22,14,54,11,30,38,16,70,8,57,30,38,20,64,55,31,16,38,35,32,15,37,10,17,28,43,40,21,49,32,58,19,12,60,51,9,39,5,5,14,93,15,40,17,18,29,16,19,27,12,16,6,8,0,13,9,12,51,65,67,29,23,32,49,7,49,48,44,38,159,19,66,23,16,25,35,46,15,48
eu_74,25,17,16,18,28,17,17,17,17,20,18,18,15,17,17,24,18,39,25,37,20,19,22,31,20,22,21,31,19,20,32,42,39,19,22,16,14,17,17,43,16,12,17,33,16,18,18,19,61,35,32,23,46,25,15,24,17,60,19,68,34,16,58,39,38,17,15,18,19,46,36,18,19,16,28,20,19,28,15,15,28,17,19,12,28,14,25,16,15,17,43,17,19,74,40,63,39,90,71,80,26,18,35,28,94,20,16,51,16,21,34,16,61,15,51,24,33,17,56,49,28,17,30,27,20,13,33,17,17,26,33,33,19,40,26,50,19,17,50,43,16,33,13,16,16,84,17,33,16,11,22,17,16,24,17,4,16,16,13,0,16,16,46,60,62,25,18,29,44,16,43,44,36,32,148,17,58,15,18,21,31,41,16,41
eu_75,23,8,10,15,30,21,16,7,19,18,16,17,12,19,11,23,18,39,28,37,21,18,21,33,19,21,21,37,19,19,35,44,43,19,26,20,8,10,10,46,17,15,15,37,9,18,16,19,64,35,33,24,48,25,11,24,15,60,17,71,35,19,57,41,42,17,18,17,19,47,39,19,22,12,30,19,19,26,18,12,27,19,19,12,28,10,22,13,11,10,42,21,19,76,42,65,40,95,74,83,30,16,36,29,95,20,13,52,10,29,34,15,65,10,54,25,36,15,59,52,27,14,36,34,31,14,35,9,16,26,41,35,19,43,29,53,15,11,54,47,9,36,10,9,13,90,14,37,16,18,26,14,18,24,11,16,9,9,9,16,0,11,47,59,63,23,21,28,45,8,45,43,41,34,153,20,60,20,17,24,34,44,16,44
eu_76,23,12,14,16,29,18,17,12,17,17,14,17,11,18,13,23,20,37,27,35,19,19,19,31,20,20,19,36,23,18,35,41,38,23,26,20,13,12,11,44,19,16,13,32,9,20,18,23,63,36,34,23,46,24,13,23,14,57,16,69,33,19,56,40,41,16,15,17,21,48,40,18,19,13,28,19,20,23,16,14,24,19,21,14,26,13,26,14,14,11,41,21,17,71,40,61,38,94,72,81,31,17,38,30,93,19,15,48,13,25,34,12,64,14,52,25,32,20,56,50,28,15,34,31,30,14,34,11,15,26,39,36,20,43,28,52,16,12,53,44,11,33,14,13,14,87,16,35,13,17,27,16,18,25,12,17,13,14,12,16,11,0,45,56,61,25,21,25,43,11,43,41,37,32,151,19,60,21,15,23,32,42,13,45
eu_77,43,47,52,46,45,46,45,49,46,45,44,44,47,46,47,43,45,42,43,42,45,44,42,40,44,42,41,43,43,45,42,45,45,43,44,44,49,49,51,45,43,46,44,44,50,45,47,43,54,44,42,43,47,42,47,45,45,55,47,63,43,39,51,46,44,46,44,45,45,44,43,46,46,46,45,46,46,41,46,47,42,46,44,45,43,48,47,48,48,48,44,46,45,65,45,54,46,79,63,71,38,38,37,37,79,34,42,49,48,44,44,46,56,49,50,42,23,46,34,49,43,45,44,44,44,46,44,48,46,44,45,45,44,46,42,49,35,50,34,25,50,28,52,50,45,62,46,28,46,45,42,46,43,43,50,46,49,50,51,46,47,45,0,31,50,45,47,33,46,48,48,46,45,45,130,44,53,44,44,46,42,46,45,43
eu_78,56,60,65,61,57,58,61,61,57,57,60,56,59,59,59,56,58,52,53,53,57,56,55,53,56,55,55,51,56,55,53,53,51,56,57,58,61,63,64,53,53,60,57,56,64,58,58,56,56,54,52,55,51,52,60,58,56,59,58,63,53,52,54,56,54,60,58,55,56,54,56,59,60,59,58,58,59,52,59,60,53,59,56,59,56,62,58,59,60,62,53,58,57,66,50,62,54,80,66,71,49,50,48,50,78,48,57,53,61,56,52,59,58,62,55,54,39,58,39,57,52,60,54,53,55,61,54,60,57,55,53,55,57,52,56,54,49,62,38,34,63,38,66,65,57,63,58,42,57,59,55,59,56,57,62,60,63,63,65,60,59,56,31,0,20,55,58,48,56,63,54,56,52,55,127,59,54,56,59,58,58,55,58,52
eu_79,55,62,66,61,56,60,61,63,59,59,62,57,61,60,61,58,59,55,56,55,57,60,58,58,61,58,58,53,59,56,55,53,54,59,59,62,63,64,65,53,55,61,59,55,66,59,59,59,58,56,57,60,54,55,62,58,57,61,60,62,53,54,55,54,56,61,61,58,57,52,55,60,59,60,57,59,60,57,62,63,54,60,58,62,54,65,58,59,60,63,58,56,58,66,55,60,56,80,65,70,52,52,48,46,71,54,58,52,62,51,55,55,60,63,38,56,58,56,59,58,56,62,52,51,53,62,54,62,59,56,55,57,57,53,58,58,61,63,58,54,64,56,68,67,59,72,58,55,60,61,58,61,59,58,63,62,66,65,67,62,63,61,50,20,0,57,59,53,55,65,57,57,53,55,126,61,57,58,59,59,58,54,60,52
eu_80,25,24,27,19,29,22,26,24,25,20,24,24,24,20,23,26,23,36,23,35,20,24,20,25,25,20,18,33,17,21,28,38,36,17,28,18,26,24,28,42,27,24,24,32,26,23,25,17,57,30,31,23,39,24,26,25,25,52,24,60,24,24,50,35,32,26,26,24,25,41,37,19,20,24,28,25,15,25,25,26,25,21,26,22,28,26,22,25,23,24,37,25,22,63,38,56,36,79,59,66,20,25,34,24,82,22,20,48,23,24,29,24,51,28,46,25,33,24,52,40,23,25,26,28,30,22,32,24,20,25,32,32,22,42,25,47,25,26,48,40,27,35,28,28,25,79,26,30,26,21,25,24,26,26,26,25,25,26,29,25,23,25,45,55,57,0,21,26,38,25,40,37,34,30,141,20,53,25,26,24,31,37,24,33
eu_81,22,21,21,18,27,17,20,22,9,16,21,18,18,14,20,25,18,36,20,35,18,20,16,27,20,16,15,32,20,22,32,40,37,20,23,19,22,20,21,40,21,17,21,33,21,18,19,20,57,32,29,20,40,25,19,20,19,55,18,63,28,21,54,37,35,18,20,19,19,41,34,17,15,19,26,10,17,23,18,21,29,15,21,17,24,20,21,20,20,19,36,13,18,67,37,58,38,87,68,76,31,22,34,19,85,22,21,44,19,22,32,19,56,21,49,21,32,11,53,44,26,21,27,27,27,17,28,20,19,25,34,32,19,39,25,46,18,20,51,42,20,35,23,22,20,83,22,29,20,15,23,16,19,22,20,18,21,20,23,18,21,21,47,58,59,21,0,27,39,21,38,39,37,29,142,17,54,20,17,23,31,37,17,40
eu_82,28,28,33,26,29,27,30,29,29,23,27,26,29,27,28,26,29,39,25,34,26,23,25,31,25,25,24,33,25,29,31,39,37,25,30,26,31,29,33,42,27,31,28,34,30,29,30,25,55,31,33,28,41,31,29,27,28,49,27,63,31,22,51,36,37,30,28,26,28,41,33,27,25,28,30,29,26,18,28,29,27,28,25,29,26,29,26,30,30,30,38,30,27,63,39,55,38,80,66,71,24,21,29,20,84,16,23,43,28,30,30,26,56,30,50,26,33,30,51,47,29,27,33,32,31,28,34,28,25,30,34,37,26,40,30,45,28,31,49,41,29,35,34,32,30,78,29,34,29,28,26,30,28,30,31,29,31,31,32,29,28,25,33,48,53,26,27,0,39,30,37,40,36,31,142,28,51,28,31,29,33,37,27,36
eu_83,41,43,47,42,39,36,39,45,40,41,44,40,43,38,43,36,43,42,36,42,41,41,38,37,41,38,37,42,39,40,40,45,43,39,38,39,46,45,48,42,43,46,39,41,47,43,40,39,53,38,41,42,46,39,42,34,40,43,41,54,38,42,50,36,41,40,39,40,39,43,41,40,39,37,41,41,40,36,41,43,38,42,39,44,38,46,41,44,42,43,40,41,33,61,45,53,40,77,66,72,43,41,43,41,77,41,46,44,44,40,37,42,53,47,51,33,41,40,56,48,37,40,37,37,41,42,42,42,40,33,41,42,36,44,30,43,42,45,34,47,46,44,49,49,42,73,42,37,42,42,43,44,40,43,45,44,46,47,49,44,45,43,46,56,55,38,39,39,0,44,41,45,40,43,129,40,50,39,43,41,40,42,41,43
eu_84,25,11,7,16,27,20,16,7,18,18,17,14,12,17,12,26,18,40,29,36,20,19,23,33,21,22,21,36,23,19,37,45,44,23,25,21,6,9,8,47,19,14,15,36,8,18,16,23,65,36,35,25,51,24,11,26,11,62,17,73,35,19,57,41,41,16,18,14,19,48,39,19,19,9,27,18,18,28,17,12,28,17,18,13,29,8,23,11,13,7,43,21,18,77,40,64,42,96,75,83,31,19,38,29,96,22,13,51,8,27,35,13,66,8,53,25,37,18,60,52,27,13,36,33,31,15,35,10,15,24,41,38,19,46,30,53,17,10,55,48,9,39,7,7,13,91,14,36,17,17,26,14,19,25,10,16,6,8,7,16,8,11,48,63,65,25,21,30,44,0,46,41,40,34,155,19,62,22,17,22,33,43,15,45
eu_85,40,42,48,44,36,40,45,45,39,42,43,40,43,38,44,38,41,42,37,40,42,36,36,34,37,33,36,41,41,43,42,43,45,41,38,41,48,46,48,44,44,46,37,41,47,41,43,41,53,42,39,36,37,38,43,41,41,44,42,56,34,37,48,35,43,46,36,40,40,45,41,42,40,42,42,41,40,32,42,41,37,42,39,43,35,44,42,45,44,44,39,41,41,58,30,49,28,80,63,70,42,38,42,38,79,42,44,45,45,41,37,43,52,43,38,36,39,41,53,49,43,40,40,37,39,41,39,43,43,41,39,39,42,44,37,44,43,44,48,44,47,40,50,47,43,76,45,35,42,41,41,43,33,38,44,43,47,44,49,43,45,43,48,54,57,40,38,37,41,46,0,33,33,31,130,43,46,37,42,42,45,45,41,38
eu_86,37,43,46,39,39,40,43,43,38,39,38,34,42,36,42,38,39,38,38,39,40,35,37,35,38,34,37,39,41,38,37,41,40,41,39,39,44,40,45,44,43,41,40,39,44,39,41,41,56,36,40,38,47,40,41,40,39,45,40,62,38,40,48,43,40,42,36,38,39,45,39,39,38,40,32,40,38,35,42,41,34,37,38,39,34,43,41,41,40,41,39,39,38,63,32,45,34,81,63,72,35,38,41,41,81,41,41,46,41,40,41,40,56,42,39,37,40,39,53,47,39,39,39,38,39,39,36,41,39,38,40,40,39,44,38,50,42,43,50,43,44,41,47,46,42,77,40,41,41,40,42,40,40,39,43,42,45,42,48,44,43,41,46,56,57,37,39,40,45,41,33,0,33,25,127,39,50,40,41,42,43,41,41,43
