sec,sg_1,sg_2,sg_3,sg_4,sg_5,sg_6,sg_7,sg_8,sg_9,sg_10,sg_11,sg_12,sg_13,sg_14,sg_15,sg_15A,sg_16,sg_17,sg_18,sg_19,sg_20,sg_21,sg_22,sg_22A,sg_23,sg_24,sg_25,sg_26,sg_26A,sg_26B,sg_26C,sg_26D,sg_26E,sg_36,sg_37,sg_38,sg_39,sg_40,sg_41,sg_42,sg_43,sg_43A,sg_44,sg_45,sg_46,sg_47,sg_48,sg_48A,sg_48B,sg_48C,sg_48D,sg_48E,sg_48F,sg_48G,sg_48H,sg_48I,sg_48J,sg_48K,sg_48L,sg_48M,sg_48N,sg_48O,sg_48P,sg_48Q,sg_48R,sg_49,sg_50,sg_51,sg_52,sg_52A,sg_53,sg_54,sg_55,sg_56,sg_57,sg_58,sg_59,sg_60,sg_61,sg_62,sg_63,sg_64,sg_65,sg_66,sg_67,sg_68,eu_1,eu_2,eu_3,eu_4,eu_5,eu_6,eu_7,eu_8,eu_9,eu_10,eu_11,eu_12,eu_13,eu_14,eu_15,eu_16,eu_17,eu_18,eu_19,eu_20,eu_21,eu_22,eu_23,eu_24,eu_25,eu_26,eu_27,eu_28,eu_29,eu_30,eu_31,eu_32,eu_33,eu_34,eu_35,eu_36,eu_37,eu_38,eu_39,eu_40,eu_41,eu_42,eu_43,eu_44,eu_45,eu_46,eu_47,eu_48,eu_49,eu_50,eu_51,eu_52,eu_53,eu_54,eu_55,eu_56,eu_57,eu_58,eu_59,eu_60,eu_61,eu_62,eu_63,eu_64,eu_65,eu_66,eu_67,eu_68,eu_69,eu_70,eu_71,eu_72,eu_73,eu_74,eu_75,eu_76,eu_77,eu_78,eu_79,eu_80,eu_81,eu_82,eu_83,eu_84,eu_85,eu_86,eu_87,eu_88,eu_89,eu_90,eu_91,eu_92,eu_93,eu_94,eu_95,eu_96,eu_97,eu_98
sg_1,0,23,25,22,28,20,20,23,22,20,22,19,22,18,19,25,19,31,23,34,22,24,22,30,25,22,23,36,24,19,34,42,38,24,27,24,26,24,22,39,22,21,20,31,23,19,22,24,57,32,30,24,42,24,22,23,23,52,22,63,33,23,50,38,40,24,24,21,23,47,34,21,19,23,28,22,22,28,20,20,24,23,23,23,28,25,19,21,21,24,38,24,17,68,39,59,38,87,64,73,28,22,32,26,88,22,20,45,24,26,30,21,58,24,47,27,32,21,55,47,24,23,33,30,28,21,29,22,21,25,36,36,24,42,29,48,24,21,51,45,22,35,27,26,23,80,21,36,21,24,27,22,23,26,21,24,26,24,26,25,23,23,43,56,55,25,22,28,41,25,40,37,37,27,144,21,55,23,20,27,32,35,23,39
sg_2,23,0,12,15,27,18,17,7,17,18,17,18,12,18,13,22,17,38,26,36,19,19,23,33,21,22,21,33,13,20,34,44,42,13,27,21,12,9,13,41,18,15,12,34,12,17,16,13,63,29,33,23,45,20,12,25,14,59,15,69,33,14,56,39,41,16,14,16,16,44,37,18,21,11,29,18,18,27,17,13,27,20,16,13,27,10,24,11,14,10,41,20,18,73,42,62,37,95,71,79,30,13,33,26,92,20,15,50,9,27,32,15,60,11,52,25,34,18,58,50,25,11,32,29,27,15,31,8,15,24,38,36,18,41,26,48,15,9,54,47,11,36,13,12,14,86,15,34,15,17,24,14,16,22,9,16,11,12,12,17,8,12,47,60,62,24,21,28,43,11,42,43,38,32,151,21,58,18,15,24,33,42,17,41
sg_3,25,12,0,17,31,20,16,10,18,20,17,19,14,16,11,27,17,41,26,39,17,21,24,34,21,24,24,38,23,22,37,47,46,23,27,22,7,11,7,48,18,13,18,39,7,17,16,23,67,39,35,25,51,27,11,25,17,61,19,75,38,21,61,44,44,17,19,20,21,49,40,18,19,14,29,20,18,30,18,11,32,20,21,12,30,10,25,11,13,10,44,20,18,80,44,68,44,99,77,86,32,20,38,30,98,23,13,54,10,28,36,15,68,7,55,27,38,17,63,54,29,14,39,35,33,15,35,12,17,26,42,38,19,47,31,57,18,10,59,51,8,40,6,5,13,92,14,39,19,18,27,14,22,25,10,16,6,7,7,16,10,14,52,65,66,27,21,33,47,7,48,46,45,35,157,19,65,23,16,26,35,45,15,47
sg_4,22,15,17,0,27,17,17,12,18,16,12,17,17,13,15,24,16,36,22,36,12,18,18,29,19,18,19,37,16,21,33,42,38,16,26,8,16,7,15,43,20,17,16,32,15,16,17,16,61,28,32,22,44,23,15,22,17,56,20,68,30,19,54,34,34,18,21,18,20,44,35,11,14,17,25,19,13,26,18,14,26,18,23,14,27,14,21,16,15,13,38,20,15,68,38,60,40,90,71,78,30,20,36,24,90,21,12,48,13,23,32,15,62,16,51,27,33,18,54,46,25,17,31,29,27,14,30,13,12,26,39,38,19,44,26,49,18,16,52,47,15,37,17,17,14,87,17,33,19,15,24,17,19,24,16,18,16,17,16,18,15,16,46,61,61,19,18,26,42,16,44,39,39,30,150,11,57,22,17,22,31,40,13,42
sg_5,28,27,31,27,0,20,28,28,26,28,29,26,28,26,29,27,27,37,32,25,27,29,30,32,30,28,29,32,26,27,34,43,36,26,26,28,32,28,33,41,27,29,23,34,31,27,29,26,58,30,35,29,41,27,27,28,27,51,29,58,26,27,38,26,35,29,25,28,28,41,37,27,29,27,30,26,27,27,20,28,27,30,26,29,23,28,29,29,28,28,37,28,27,63,37,50,34,86,62,70,32,24,35,26,81,26,29,46,25,27,32,27,55,28,45,25,33,26,48,43,24,25,25,22,20,29,31,28,24,27,33,36,28,40,26,39,30,32,49,42,31,36,33,31,29,77,29,35,27,29,28,29,25,15,32,29,30,30,33,28,30,29,45,57,56,29,27,29,39,27,36,39,35,27,139,29,46,27,30,25,28,38,29,38
sg_6,20,18,20,17,20,0,16,20,18,20,20,20,18,15,20,20,18,33,23,37,17,21,18,28,20,18,18,35,20,22,32,39,36,20,23,16,21,20,22,41,19,17,15,33,20,18,20,20,58,34,32,23,39,22,19,17,18,54,21,58,28,18,53,27,38,20,17,20,18,42,36,16,17,19,27,21,19,24,8,20,28,18,20,15,24,17,23,20,20,18,39,16,14,68,39,61,37,89,71,80,29,18,34,23,88,20,19,47,19,25,32,18,58,19,50,25,33,15,55,47,25,17,31,29,30,17,28,17,18,26,34,36,20,40,22,48,19,21,47,43,20,36,21,21,18,84,19,30,19,16,26,21,15,24,21,18,21,22,21,17,21,18,46,58,60,22,17,27,36,20,40,40,37,30,146,16,52,19,21,26,30,38,18,40
sg_7,20,17,16,17,28,16,0,18,18,18,17,17,15,15,15,23,19,37,26,37,20,19,24,32,21,24,23,36,23,19,35,43,41,23,24,20,15,15,15,44,18,14,17,34,17,19,17,23,62,37,33,26,48,24,15,21,16,59,17,66,35,20,53,37,38,8,19,18,17,45,34,18,18,15,27,18,19,29,15,16,26,17,21,15,27,15,24,16,16,15,42,21,17,71,42,61,41,90,70,81,30,18,35,28,93,22,15,48,14,26,35,14,62,17,51,24,35,18,58,51,26,13,35,32,30,14,32,17,16,26,39,33,17,44,26,51,15,17,52,46,16,37,17,16,13,84,17,33,17,18,26,16,20,27,17,17,15,16,17,17,16,17,45,61,61,26,20,30,39,16,45,43,40,32,149,18,59,21,17,25,32,39,16,41
sg_8,23,7,10,12,28,20,18,0,19,17,16,17,14,18,10,22,18,40,27,38,18,19,23,32,22,23,21,37,20,20,36,45,42,20,27,18,8,6,10,45,18,15,14,35,9,18,16,20,66,36,35,25,49,24,12,24,14,61,18,73,35,17,57,41,40,17,15,17,17,48,38,17,19,11,29,19,16,30,16,13,28,19,17,11,28,6,24,11,14,5,43,20,19,76,42,64,41,98,77,85,31,16,36,29,96,22,13,50,7,27,35,15,65,9,54,26,36,18,61,54,28,13,34,33,30,13,35,7,14,25,40,39,20,44,27,53,17,10,56,49,10,38,9,9,14,90,14,37,17,18,24,15,17,24,10,16,8,10,8,17,7,12,49,61,63,24,22,29,45,7,45,43,40,34,155,15,60,17,17,24,33,43,15,42
sg_9,22,17,18,18,26,18,18,19,0,15,19,16,14,16,18,25,17,36,22,32,18,19,16,29,17,18,18,31,24,20,31,41,38,24,22,20,20,18,19,42,19,14,14,32,17,17,17,24,57,36,30,20,43,26,15,21,16,55,15,63,29,17,55,36,40,16,18,18,18,44,33,18,16,17,27,8,20,25,17,17,26,13,19,17,25,19,22,19,19,18,37,12,14,68,38,60,38,89,69,78,28,19,34,20,87,20,17,46,17,24,34,15,58,18,48,19,33,10,53,43,27,20,31,28,27,13,27,17,16,25,37,31,16,41,27,47,20,16,52,45,17,34,21,19,17,84,18,31,16,17,26,14,18,23,16,17,19,17,20,17,19,17,46,57,59,25,9,29,40,18,39,38,39,30,147,19,56,20,12,22,31,37,15,40
sg_10,20,18,20,16,28,20,18,17,15,0,17,19,16,16,17,26,18,35,23,35,16,21,18,28,21,19,20,34,19,20,33,43,40,19,26,19,20,17,20,39,21,18,18,33,17,18,20,19,58,31,32,21,42,23,14,23,19,55,18,65,29,22,52,37,36,18,19,20,21,43,34,17,13,17,28,17,15,26,21,14,26,18,18,19,26,19,22,18,19,18,38,21,15,68,38,58,38,88,66,75,30,22,32,24,87,22,18,48,18,26,32,17,60,19,50,25,28,19,54,45,22,18,33,32,30,17,30,16,15,25,36,34,21,42,26,44,17,18,50,46,16,35,21,19,17,80,19,29,17,19,23,20,21,23,18,20,18,19,19,20,18,17,45,57,59,20,16,23,41,18,42,39,38,30,145,17,58,22,18,23,32,33,13,39
sg_11,22,17,17,12,29,20,17,16,19,17,0,17,15,16,17,23,18,32,26,35,19,20,20,32,22,21,21,36,20,16,34,41,42,20,26,16,17,14,16,42,19,18,16,33,14,18,19,20,62,33,34,24,48,23,17,25,17,59,19,68,34,19,56,40,38,18,19,20,22,47,37,18,16,17,29,20,20,27,18,16,28,20,22,16,29,17,24,16,17,15,41,22,17,70,40,62,39,90,69,77,26,20,35,29,92,22,16,48,16,25,33,17,64,17,51,25,31,20,56,46,27,18,34,30,30,14,31,15,17,25,39,38,20,45,28,51,16,16,54,45,12,32,18,17,17,84,16,34,15,17,25,17,19,25,16,18,17,17,16,18,16,14,44,60,62,24,21,27,44,17,43,38,40,31,149,19,59,21,14,23,28,39,15,42
sg_12,19,18,19,17,26,20,17,17,16,19,17,0,15,16,18,24,19,32,25,34,18,19,20,29,21,19,21,35,24,15,33,42,37,24,25,19,18,16,17,42,20,18,16,32,18,19,18,24,56,32,32,23,45,25,14,21,14,53,15,66,32,19,50,39,39,17,18,10,16,43,34,18,17,14,18,16,20,24,21,17,25,18,17,16,25,18,17,17,18,17,35,18,17,66,38,56,36,89,69,78,27,19,36,26,86,19,18,46,15,25,30,17,61,17,48,23,33,17,52,44,26,16,30,25,25,16,30,18,17,22,35,34,18,42,25,48,20,17,52,45,17,35,20,17,16,82,17,32,17,18,27,17,19,23,17,19,18,16,20,18,17,17,44,56,57,24,18,26,40,14,40,34,37,31,144,17,54,20,16,24,28,38,15,39
sg_13,22,12,14,17,28,18,15,14,14,16,15,15,0,16,14,22,19,35,27,34,19,18,20,32,22,22,21,34,23,18,32,43,39,23,24,21,13,15,13,42,16,14,13,32,9,19,15,23,61,37,33,23,47,23,10,24,15,60,17,69,31,20,56,40,40,15,18,16,19,47,38,18,17,13,27,17,17,28,18,13,28,15,18,13,28,14,23,14,16,14,39,19,15,71,40,62,34,92,71,79,29,17,34,27,92,21,14,49,12,24,35,13,63,14,51,25,32,18,56,48,28,16,33,30,28,13,31,13,17,25,36,34,17,42,28,50,18,12,53,44,10,34,15,13,12,83,17,34,13,15,23,12,19,22,12,14,14,12,13,15,12,11,47,59,61,24,18,29,43,12,43,42,39,31,150,17,59,21,12,23,29,39,12,43
sg_14,18,18,16,13,26,15,15,18,16,16,16,16,16,0,12,24,10,32,20,34,15,18,16,23,19,14,16,33,17,20,33,40,38,17,24,14,17,16,15,41,19,15,18,31,14,10,18,17,54,31,28,20,40,25,15,20,17,51,20,64,27,20,53,34,34,16,18,19,20,44,34,11,12,18,26,18,12,22,16,15,26,17,21,13,26,15,25,15,15,15,36,17,8,70,34,57,36,89,69,77,28,19,33,22,90,21,14,46,16,22,30,15,58,15,47,24,33,15,54,46,22,15,32,27,30,10,27,16,15,22,36,36,20,40,24,47,17,17,50,44,16,36,18,17,16,83,18,33,17,14,24,17,19,23,17,16,18,16,19,17,19,18,46,59,60,20,14,27,38,17,38,36,34,24,146,14,56,20,17,24,32,37,14,40
sg_15,19,13,11,15,29,20,15,10,18,17,17,18,14,12,0,16,13,35,26,36,21,18,21,30,21,21,20,36,21,21,32,44,41,21,24,20,12,12,11,44,17,12,17,34,8,13,14,21,63,34,32,23,46,25,12,23,16,58,19,68,33,20,55,39,40,16,19,16,18,45,37,16,19,13,29,17,17,28,17,11,28,17,21,12,28,12,22,12,15,9,42,19,14,74,40,63,40,95,72,81,29,19,36,28,94,21,12,49,11,27,33,13,62,12,53,25,36,17,59,50,25,13,34,33,30,10,31,11,16,23,41,37,19,44,28,52,18,11,54,47,11,37,13,12,15,88,14,37,18,18,25,14,20,25,11,17,12,11,14,17,11,13,47,59,61,23,20,28,43,12,44,42,41,31,152,18,60,21,15,23,34,40,13,42
sg_15A,25,22,27,24,27,20,23,22,25,26,23,24,22,24,16,0,25,34,28,33,25,24,23,31,25,23,22,33,25,27,30,36,38,25,28,24,27,24,26,41,24,25,20,29,24,25,23,25,60,33,32,25,39,25,25,22,25,52,24,58,31,21,53,35,37,25,20,23,18,43,36,23,24,24,28,25,24,27,21,25,27,23,22,24,28,23,25,27,26,23,40,25,24,63,39,58,29,87,68,73,29,17,34,27,87,23,24,45,22,26,32,24,54,27,50,24,32,24,53,45,28,19,31,32,30,23,34,19,23,27,35,34,26,39,22,47,24,25,47,42,25,34,29,28,25,80,25,34,23,25,26,25,21,27,25,24,27,27,28,24,23,23,43,56,58,26,25,26,36,26,38,38,32,31,139,24,52,21,25,27,32,41,24,36
sg_16,19,17,17,16,27,18,19,18,17,18,18,19,19,10,13,25,0,33,22,35,17,20,20,27,18,20,19,35,18,20,33,42,37,18,26,17,20,17,18,43,19,15,19,32,15,0,19,18,59,32,29,21,41,25,17,22,16,55,20,67,29,20,54,38,38,19,20,20,21,45,35,15,17,16,27,19,16,28,17,17,26,17,22,15,25,17,24,13,15,18,40,17,12,69,39,59,40,91,69,77,27,18,32,24,89,20,14,47,17,24,33,18,61,17,49,26,35,16,55,47,24,18,33,30,28,12,28,17,16,23,37,37,21,43,29,47,20,18,53,44,19,37,19,19,18,83,17,33,20,19,24,19,18,23,18,18,19,18,19,18,18,20,45,58,59,23,18,29,43,18,41,39,37,28,148,17,56,21,19,24,32,37,19,40
sg_17,31,38,41,36,37,33,37,40,36,35,32,32,35,32,35,34,33,0,32,40,35,39,32,37,39,34,35,38,36,36,38,45,36,36,37,34,41,39,41,38,36,39,35,33,39,33,37,36,51,36,29,37,48,31,38,32,37,51,36,60,37,37,48,41,38,38,35,35,34,45,39,35,35,38,34,36,37,35,37,38,33,37,34,37,35,38,34,38,38,38,41,37,28,62,40,55,38,76,62,71,35,37,37,35,78,37,38,45,38,35,38,37,56,41,45,34,33,36,48,40,36,36,35,33,36,35,33,37,35,35,38,42,36,39,31,46,36,39,47,42,38,34,43,42,37,69,36,35,37,36,36,39,35,36,39,38,41,40,42,39,39,37,42,52,55,36,36,39,42,40,42,38,39,33,137,34,51,35,37,39,35,38,35,41
sg_18,23,26,26,22,32,23,26,27,22,23,26,25,27,20,26,28,22,32,0,35,16,24,18,26,21,18,18,32,23,27,32,38,34,23,24,20,28,26,28,36,26,25,25,32,26,22,26,23,53,31,32,24,39,24,26,24,25,52,27,61,27,21,50,36,37,25,26,26,25,44,31,23,21,26,30,24,22,24,24,25,25,24,26,26,29,27,27,27,27,26,36,22,22,68,37,56,38,83,62,69,27,24,31,27,82,23,24,47,28,27,27,26,54,29,48,25,31,22,46,38,25,26,28,28,31,24,24,27,24,28,36,36,22,41,24,44,27,25,48,43,27,34,30,29,26,79,26,27,27,22,28,24,24,28,25,25,29,27,29,25,28,27,43,53,56,23,20,25,36,29,37,38,38,29,139,20,47,24,22,26,30,33,24,38
sg_19,34,36,39,36,25,37,37,38,32,35,35,34,34,34,36,33,35,40,35,0,35,34,34,32,34,31,33,36,36,33,36,42,36,36,34,35,40,39,40,40,32,37,31,36,39,35,33,36,57,38,34,33,47,34,34,36,35,51,34,61,36,37,49,40,41,37,35,36,35,44,38,36,36,35,37,35,34,34,36,34,32,35,33,37,36,38,37,37,36,39,38,35,31,64,35,51,37,81,58,68,36,34,36,35,84,32,37,48,37,33,36,35,52,37,47,35,35,35,48,46,34,34,36,35,33,35,36,37,34,31,41,36,35,40,34,43,36,37,46,41,38,38,43,40,36,76,36,37,36,36,34,35,34,30,37,36,40,36,42,37,37,35,42,53,55,35,35,34,42,36,40,39,39,32,135,35,49,34,34,34,37,41,36,41
sg_20,22,19,17,12,27,17,20,18,18,16,19,18,19,15,21,25,17,35,16,35,0,23,16,27,21,16,17,34,17,16,32,40,36,17,26,14,20,15,20,40,20,19,17,32,21,17,18,17,58,30,29,22,39,22,18,21,19,54,20,64,27,21,55,35,35,21,21,20,20,41,35,12,14,20,27,19,14,24,20,18,23,19,22,18,26,19,24,17,17,16,37,19,16,67,34,60,37,86,69,77,28,21,33,22,82,22,18,45,16,23,32,17,59,20,48,27,32,18,46,42,24,19,30,30,29,18,30,14,12,25,37,35,19,42,26,46,21,21,51,43,19,36,21,20,15,82,19,28,19,16,23,18,21,25,21,19,20,19,20,20,21,19,45,57,57,20,18,26,41,20,42,40,36,27,144,14,54,23,17,25,32,38,14,40
sg_21,24,19,21,18,29,21,19,19,19,21,20,19,18,18,18,24,20,39,24,34,23,0,11,22,7,11,10,27,22,23,30,38,40,22,24,19,19,19,21,42,19,21,20,33,19,20,19,22,60,34,22,12,46,22,17,22,17,54,21,67,32,19,54,36,33,19,19,17,18,42,34,20,20,16,29,19,21,19,20,16,22,21,19,17,26,18,24,18,17,20,30,19,20,72,28,54,36,87,65,74,26,18,34,26,85,19,17,47,18,25,31,18,57,18,48,22,31,19,51,43,28,19,35,32,28,16,32,20,19,25,35,30,20,42,27,42,20,19,50,42,19,32,21,19,16,84,20,32,21,19,25,17,20,23,19,17,19,20,22,19,18,19,44,56,60,24,20,23,41,19,36,35,33,29,145,22,56,20,18,23,32,37,18,38
sg_22,22,23,24,18,30,18,24,23,16,18,20,20,20,16,21,23,20,32,18,34,16,11,0,17,9,4,5,27,17,24,30,36,36,17,23,16,23,22,24,37,23,22,19,31,21,20,22,17,55,29,18,10,39,22,22,18,19,49,21,60,27,20,49,31,36,24,21,20,21,41,33,17,17,20,30,21,19,14,21,21,23,21,22,20,28,23,24,22,20,22,27,20,17,69,27,54,37,84,61,70,28,23,33,22,78,21,21,46,21,23,25,21,55,22,47,23,26,18,44,35,24,21,30,28,30,17,28,20,19,26,35,34,22,42,23,35,22,23,46,39,21,30,26,23,20,79,23,26,20,17,24,19,22,24,23,20,23,23,24,22,21,19,42,55,58,20,16,25,38,23,36,37,33,31,142,19,51,19,19,25,32,37,18,38
sg_22A,30,33,34,29,32,28,32,32,29,28,32,29,32,23,30,31,27,37,26,32,27,22,17,0,19,15,16,35,25,33,35,35,35,25,28,25,34,33,35,36,32,29,32,33,33,27,30,25,52,29,20,18,40,27,31,29,29,45,34,56,28,30,50,34,37,33,28,28,29,41,33,26,27,29,31,30,21,22,30,30,29,30,29,31,33,34,33,31,30,33,21,29,28,68,21,54,34,75,56,65,32,31,36,30,75,31,32,49,31,28,31,30,46,31,43,31,28,27,46,39,31,29,28,29,34,29,30,30,28,28,32,34,31,37,28,32,31,34,41,39,34,33,36,34,32,77,34,31,32,27,31,30,30,30,34,29,34,33,36,31,33,31,40,53,58,25,27,31,37,33,34,35,36,26,133,28,49,28,32,30,34,38,31,39
sg_23,25,21,21,19,30,20,21,22,17,21,22,21,22,19,21,25,18,39,21,34,21,7,9,19,0,10,9,26,22,24,31,35,39,22,23,19,23,21,23,40,21,19,20,34,21,18,20,22,60,34,20,11,45,22,21,23,18,52,19,66,30,19,53,36,37,20,20,19,20,44,32,21,22,17,29,19,22,20,20,20,26,20,22,18,27,22,25,20,20,22,29,19,21,72,29,55,38,87,64,73,27,22,36,28,83,21,21,46,21,24,30,20,59,20,47,21,31,14,49,40,27,20,33,31,30,18,29,21,20,25,36,33,22,43,27,40,21,22,49,43,21,32,23,21,18,84,20,30,22,18,27,18,19,25,22,18,22,21,23,20,19,20,44,56,61,25,20,25,41,21,37,38,34,32,145,22,56,20,20,23,34,39,20,38
sg_24,22,22,24,18,28,18,24,23,18,19,21,19,22,14,21,23,20,34,18,31,16,11,4,15,10,0,4,27,18,23,29,35,36,18,23,16,23,22,24,37,22,22,20,32,22,20,22,18,53,30,19,9,41,22,21,19,19,49,21,61,27,20,46,31,36,24,20,20,21,41,33,17,19,20,29,21,17,10,21,20,24,21,21,20,28,23,24,21,21,22,26,20,18,70,25,51,34,83,61,70,28,23,35,23,79,21,21,45,21,23,23,21,55,20,45,23,27,18,44,37,22,20,30,27,29,18,29,21,20,26,34,33,22,41,23,35,22,23,46,38,23,31,26,22,20,80,23,26,22,17,24,19,22,23,23,20,23,21,25,22,21,20,42,55,58,20,16,25,38,22,33,34,30,28,141,19,49,20,20,25,32,37,20,37
sg_25,23,21,24,19,29,18,23,21,18,20,21,21,21,16,20,22,19,35,18,33,17,10,5,16,9,4,0,26,18,23,28,34,36,18,21,17,21,23,23,38,21,21,21,30,21,19,19,18,56,30,19,11,41,20,22,19,18,51,20,62,26,18,50,33,34,23,21,18,19,43,32,19,19,18,30,20,18,14,20,21,24,19,22,18,26,22,25,20,20,20,27,20,18,70,28,54,36,84,62,71,26,21,34,23,80,20,20,45,20,21,26,20,53,22,47,22,28,17,45,37,25,21,28,28,30,18,29,20,19,25,35,34,20,42,23,36,21,22,45,37,22,30,25,22,20,80,22,26,22,15,24,19,21,24,22,19,21,23,24,21,21,19,41,55,58,18,15,24,37,21,36,37,33,31,141,19,52,19,20,22,29,34,20,36
sg_26,36,33,38,37,32,35,36,37,31,34,36,35,34,33,36,33,35,38,32,36,34,27,27,35,26,27,26,0,31,33,38,40,39,31,33,34,38,37,38,38,37,37,36,35,38,35,35,31,51,36,36,28,42,34,35,35,33,50,35,60,35,31,46,38,39,33,33,33,34,43,34,36,35,31,32,34,33,31,35,35,33,35,34,35,35,35,35,34,33,37,41,33,35,67,34,45,37,79,56,63,34,36,37,34,73,33,38,44,37,33,36,35,54,36,46,32,38,32,41,36,34,33,34,32,29,34,33,36,34,33,30,29,34,32,33,47,34,34,48,42,36,36,39,39,38,74,35,36,36,33,32,33,33,30,34,31,38,36,40,31,37,36,43,51,53,33,32,33,42,36,41,39,33,35,136,37,54,33,35,34,38,39,36,36
sg_26A,24,13,23,16,26,20,23,20,24,19,20,24,23,17,21,25,18,36,23,36,17,22,17,25,22,18,18,31,0,24,31,37,38,0,27,8,23,20,25,38,22,20,21,31,23,18,23,0,59,16,27,21,36,24,21,24,24,51,24,61,29,23,52,34,34,24,21,23,23,40,35,16,18,22,28,23,16,25,22,21,27,20,24,20,26,23,25,21,20,21,34,23,20,67,37,58,39,84,65,72,28,22,33,22,83,24,21,48,20,24,26,22,58,23,46,27,29,21,52,46,21,23,30,29,27,21,30,21,19,22,36,32,24,39,26,41,22,21,46,38,23,34,25,24,22,80,22,26,24,15,18,22,23,23,21,18,22,24,24,19,19,23,43,56,59,17,20,25,39,23,41,41,37,30,142,19,51,22,23,25,33,39,22,39
sg_26B,19,20,22,21,27,22,19,20,20,20,16,15,18,20,21,27,20,36,27,33,16,23,24,33,24,23,23,33,24,0,28,32,36,24,25,22,21,20,19,41,20,18,19,32,21,20,19,24,57,35,33,26,45,22,17,25,18,57,19,69,32,21,50,40,41,19,21,18,22,45,33,22,18,18,27,20,21,27,22,19,24,20,20,21,26,21,21,18,20,20,40,21,20,66,38,59,39,88,65,74,24,21,33,29,83,18,18,47,21,25,31,19,62,22,50,26,33,21,45,39,26,21,30,26,26,21,30,19,17,24,35,34,19,43,27,50,21,19,52,43,18,35,22,20,16,81,17,34,19,20,26,21,20,24,19,21,21,20,22,20,19,18,45,55,56,21,22,29,40,19,43,38,37,30,145,19,57,21,18,25,30,39,18,38
sg_26C,34,34,37,33,34,32,35,36,31,33,34,33,32,33,32,30,33,38,32,36,32,30,30,35,31,29,28,38,31,28,0,26,35,31,33,32,38,37,37,43,27,31,32,35,35,33,33,31,56,33,34,31,45,35,35,32,34,49,34,65,36,34,50,37,33,36,33,33,35,40,36,31,32,35,33,36,32,32,35,35,33,30,33,33,33,36,32,36,35,37,39,33,33,64,40,57,41,77,60,68,26,32,33,32,80,31,33,43,37,35,31,33,57,34,49,33,34,35,51,42,28,32,35,34,33,32,33,36,34,34,37,37,33,43,33,45,34,33,47,39,36,36,38,38,36,79,30,36,34,33,32,34,34,30,33,32,38,35,39,32,35,35,42,53,55,28,32,31,40,37,42,37,39,33,135,31,55,35,33,35,35,41,35,37
sg_26D,42,44,47,42,43,39,43,45,41,43,41,42,43,40,44,36,42,45,38,42,40,38,36,35,35,35,34,40,37,32,26,0,43,37,40,38,47,47,46,43,36,38,42,38,46,42,40,37,57,41,36,36,44,41,44,39,42,49,42,59,41,40,51,43,40,44,41,41,42,46,42,40,38,43,41,42,39,39,43,45,35,41,42,43,42,45,41,44,43,45,42,43,41,62,42,58,43,76,58,63,32,38,40,40,78,41,42,45,46,39,39,40,53,46,50,40,42,43,54,43,38,42,40,41,41,42,41,44,42,41,44,41,41,44,39,48,43,44,49,45,45,41,50,48,43,79,43,40,42,38,38,41,41,41,44,42,48,45,49,42,44,41,45,53,53,38,40,39,45,45,43,41,41,41,132,39,54,40,41,40,42,43,44,40
sg_26E,38,42,46,38,36,36,41,42,38,40,42,37,39,38,41,38,37,36,34,36,36,40,36,35,39,36,36,39,38,36,35,43,0,38,35,35,43,42,44,38,41,41,38,37,44,37,41,38,52,38,38,40,47,38,41,33,40,48,39,59,35,37,53,38,41,40,38,40,41,45,37,38,38,42,35,40,37,35,40,42,39,39,39,41,36,42,37,40,41,42,39,38,37,65,36,52,38,79,62,69,36,37,38,34,77,34,39,47,42,40,41,40,51,46,50,39,36,39,47,43,39,39,30,31,34,40,34,41,39,41,42,41,38,44,33,42,41,42,46,43,43,39,47,46,42,74,41,37,39,36,40,42,37,38,42,39,47,44,46,39,43,38,45,51,54,36,37,37,43,44,45,40,39,35,134,29,52,38,40,40,36,35,42,42
sg_36,24,13,23,16,26,20,23,20,24,19,20,24,23,17,21,25,18,36,23,36,17,22,17,25,22,18,18,31,0,24,31,37,38,0,27,8,23,20,25,38,22,20,21,31,23,18,23,0,59,16,27,21,36,24,21,24,24,51,24,61,29,23,52,34,34,24,21,23,23,40,35,16,18,22,28,23,16,25,22,21,27,20,24,20,26,23,25,21,20,21,34,23,20,67,37,58,39,84,65,72,28,22,33,22,83,24,21,48,20,24,26,22,58,23,46,27,29,21,52,46,21,23,30,29,27,21,30,21,19,22,36,32,24,39,26,41,22,21,46,38,23,34,25,24,22,80,22,26,24,15,18,22,23,23,21,18,22,24,24,19,19,23,43,56,59,17,20,25,39,23,41,41,37,30,142,19,51,22,23,25,33,39,22,39
