sec,sg_1,sg_2,sg_3,sg_4,sg_5,sg_5A,sg_6,sg_7,sg_8,sg_9,sg_10,sg_11,sg_12,sg_13,sg_14,sg_15,sg_16,sg_17,sg_18,sg_19,sg_20,sg_21,sg_22,sg_23,sg_24,sg_25,sg_26,sg_27,sg_28,sg_29,sg_30,sg_31,sg_32,sg_33,sg_34,sg_35,sg_36,sg_37,sg_38,sg_39,sg_40,sg_41,sg_42,sg_43,sg_44,sg_45,sg_46,sg_47,sg_48,sg_49,sg_50,sg_51,sg_52,sg_53,sg_53A,sg_54,sg_55,sg_55A,sg_56,sg_57,sg_58,sg_59,sg_60,sg_61,sg_62,sg_63,sg_64,sg_65,sg_66,sg_67,sg_68,sg_69,sg_70,sg_71,sg_72,sg_73,sg_74,sg_75,sg_76,sg_77,sg_78,sg_79,sg_80,sg_81,sg_81A,sg_81B,sg_82,sg_83,sg_84,sg_85,sg_85A,sg_85B,sg_86,sg_87,sg_88,sg_89,sg_90,sg_91,sg_92,sg_93,sg_93A,sg_93B,sg_93C,sg_93D,sg_93E,sg_93F,sg_93G,sg_93H,sg_93I,sg_93J,sg_93K,sg_93L,sg_94,sg_95,sg_96,sg_97,sg_98,sg_99,sg_100,sg_101,sg_102,sg_103,sg_104,sg_105,sg_105A,sg_106,sg_107,sg_108,sg_109,uk_1,uk_2,uk_3,uk_4,uk_5,uk_5A,uk_6,uk_6A,uk_7,uk_8,uk_9,uk_10,uk_10A,uk_10B,uk_11,uk_11A,uk_12,uk_13,uk_14,uk_15,uk_16,uk_17,uk_18,uk_19,uk_20,uk_21,uk_21A,uk_21B,uk_21C,uk_21D,uk_21E,uk_21F,uk_22,uk_23,uk_24,uk_25,uk_26,uk_27,uk_28,uk_29,uk_30,uk_31,uk_32,uk_33,uk_34,uk_35,uk_36,uk_37,uk_38,uk_39,uk_40,uk_41,uk_42,uk_43,uk_44,uk_45,uk_46,uk_47,uk_48,uk_49,uk_50,uk_51,uk_52,uk_53,uk_54,uk_55,uk_56,uk_57,uk_58,uk_59,uk_60,uk_60A,uk_62,uk_63,uk_64,uk_65,uk_66,uk_67,uk_68,uk_69,uk_70,uk_71,uk_72,uk_73,uk_74,uk_75,uk_76,uk_77,uk_78,uk_79,uk_80,uk_81,uk_82,uk_83,uk_83A,uk_84,uk_85,uk_86,uk_87,uk_88,uk_89,uk_90,uk_91,uk_92,uk_92A,uk_93,uk_94,uk_95,uk_96,uk_97,uk_98,uk_99,uk_99A,uk_100,uk_101,uk_102,uk_103,uk_104,uk_105,uk_106,uk_107,uk_108,uk_109,uk_110
uk_18,46,46,65,42,43,43,44,43,42,47,38,43,44,41,43,47,40,37,41,42,39,40,40,39,44,43,39,42,46,42,40,42,41,47,49,47,39,38,39,46,45,49,40,47,51,45,42,48,46,51,42,44,50,47,44,49,38,37,68,73,45,61,46,45,42,43,42,44,48,42,45,42,45,43,44,41,42,45,41,52,44,44,43,44,43,52,50,46,40,41,46,43,43,40,48,42,35,41,43,46,42,43,43,46,43,40,38,41,42,41,43,46,45,45,56,38,42,49,39,40,40,40,42,40,45,43,45,43,44,48,42,43,45,42,55,40,62,47,55,39,37,67,72,38,47,42,40,42,40,47,42,0,49,49,44,45,44,44,43,44,37,39,38,39,46,45,50,40,47,51,45,43,44,44,38,43,44,46,43,47,40,41,42,39,40,40,39,44,46,45,44,62,45,45,44,43,46,53,44,44,44,47,48,42,43,40,45,43,43,42,44,40,40,48,48,45,38,37,52,45,44,43,43,43,56,59,43,49,43,56,50,63,48,45,51,43,44,52,45,43,43,47,40,48,40,45,42,44,42,41,50,46,46
uk_19,54,54,53,50,47,45,41,48,47,52,45,51,49,49,49,53,50,42,44,46,42,44,45,44,51,49,47,43,47,49,48,47,47,14,0,48,46,46,46,49,49,52,45,54,50,42,49,48,45,53,45,46,54,44,52,47,45,44,64,70,53,62,54,49,44,48,48,50,53,46,47,50,52,51,48,46,45,49,46,59,48,47,50,47,45,59,50,53,47,51,47,46,52,46,43,45,43,46,43,52,48,49,51,47,46,46,42,45,45,46,44,52,44,47,55,48,43,55,48,48,46,47,46,45,48,49,46,48,48,54,50,48,50,47,49,47,62,52,55,47,47,65,73,45,47,49,48,47,45,14,19,49,0,55,44,53,51,53,51,49,48,46,46,46,49,49,53,45,54,50,42,47,51,46,45,51,49,45,49,53,49,44,46,42,46,45,44,51,54,49,46,62,51,44,52,43,46,50,52,46,47,52,53,46,43,47,48,49,50,45,49,48,46,50,57,49,45,43,59,48,50,50,46,46,55,58,48,51,45,55,45,59,49,53,50,46,46,54,51,53,49,51,45,45,45,51,47,48,48,46,59,57,54
uk_20,56,56,60,55,49,44,49,50,50,48,49,52,51,48,50,57,52,44,47,53,47,47,49,51,52,51,49,51,47,46,48,48,50,53,55,52,50,50,49,46,54,49,49,57,57,54,53,55,48,52,48,51,49,48,55,56,46,49,65,71,48,64,58,54,47,54,54,56,57,44,44,53,53,52,47,50,50,56,50,63,52,45,53,52,46,63,45,55,54,53,49,47,50,46,51,48,47,47,52,53,48,48,53,49,47,46,53,48,48,47,53,53,54,53,60,52,46,56,49,47,45,51,51,46,51,45,52,54,53,60,55,50,54,50,55,52,59,48,56,49,50,66,68,45,54,46,48,48,50,53,50,49,55,0,50,55,51,56,54,55,51,50,50,50,46,54,51,49,57,57,54,49,56,51,49,52,51,47,50,57,49,47,53,47,49,49,51,52,58,54,51,63,55,54,54,45,49,54,45,49,52,57,57,43,45,51,51,49,51,50,53,49,45,51,57,54,49,48,63,49,53,53,51,48,56,61,48,53,50,54,53,63,51,58,55,49,51,51,39,51,51,49,46,54,43,54,53,53,52,46,61,58,56
uk_21,33,33,64,31,32,32,34,37,37,47,37,47,32,26,38,33,31,31,29,29,29,31,31,31,28,30,35,34,29,41,40,25,31,47,44,27,29,33,37,45,29,50,30,31,53,44,30,48,42,52,31,37,49,45,29,46,31,33,68,72,42,62,34,31,36,31,31,30,31,33,29,30,33,32,34,32,37,28,30,36,29,33,30,33,32,36,45,52,30,32,37,30,35,31,46,34,28,30,30,29,36,32,33,37,30,31,39,30,34,30,30,29,47,31,59,30,39,34,31,34,36,29,29,29,32,31,41,31,27,32,31,37,32,37,49,30,52,47,54,35,32,63,70,34,17,41,40,25,31,47,37,44,44,50,0,27,27,26,28,30,38,29,33,35,45,29,53,30,31,53,44,32,28,30,37,47,32,38,38,33,30,29,29,29,29,31,31,28,34,31,29,65,30,41,28,40,47,51,39,36,27,31,31,35,32,31,44,32,31,37,33,42,36,43,33,27,36,35,36,29,30,30,26,27,58,63,35,51,43,57,52,59,44,28,48,31,37,43,39,31,32,46,29,45,32,30,25,27,32,35,35,32,33
uk_21A,18,17,73,19,20,31,29,35,35,51,37,47,22,30,42,17,18,30,19,20,25,27,20,31,21,22,32,43,26,45,38,15,36,55,53,46,25,31,33,48,20,52,27,19,60,47,23,52,45,54,23,38,53,49,16,52,28,34,72,79,44,64,17,19,36,18,21,18,17,30,29,20,19,21,30,30,39,19,27,19,30,32,18,23,29,19,51,54,25,18,46,26,32,33,51,29,37,29,21,19,34,30,17,46,26,33,38,33,29,29,20,19,52,22,63,26,46,18,26,32,40,18,28,30,21,20,43,20,17,17,19,35,23,35,55,24,63,51,64,32,30,71,78,32,38,45,38,15,35,55,43,45,53,55,27,0,20,17,16,28,40,25,31,32,48,20,55,27,19,60,47,20,19,23,37,47,22,42,42,17,29,19,20,25,28,20,31,21,17,19,31,71,19,48,19,39,46,56,38,38,27,17,17,32,32,25,45,24,20,39,21,42,40,50,19,19,37,34,19,30,20,18,28,24,62,67,29,52,48,61,54,66,47,13,48,23,38,53,40,20,28,51,30,47,30,19,23,17,31,34,19,18,18
uk_21B,24,21,72,22,23,31,32,36,36,50,35,49,20,30,42,20,23,31,21,22,30,32,22,32,23,25,36,47,28,48,39,23,35,52,51,48,29,32,36,50,21,53,30,24,56,48,25,51,44,56,26,38,52,45,24,50,30,26,72,78,45,65,24,19,36,23,22,23,24,31,33,26,21,24,26,29,44,24,26,25,32,29,23,25,32,25,50,57,27,23,42,25,36,29,50,33,43,30,25,25,35,28,20,42,25,29,38,35,33,30,25,25,50,23,59,25,43,21,27,31,39,22,30,30,25,22,39,22,22,22,22,36,26,36,57,27,60,50,60,36,32,67,77,34,37,48,39,23,33,52,42,44,51,51,27,20,0,19,19,26,39,29,32,34,50,21,56,30,24,56,48,23,21,27,35,49,20,42,42,20,30,21,22,30,29,22,32,23,24,19,31,69,24,46,21,42,49,51,41,42,25,24,24,35,35,26,44,24,24,44,23,42,39,51,22,25,35,34,25,31,24,23,24,25,61,64,29,44,43,63,51,59,45,19,50,26,38,52,40,22,29,50,30,42,32,19,26,22,30,32,24,22,24
uk_21C,23,22,70,20,24,34,29,36,33,47,38,49,23,29,43,20,20,30,21,19,29,31,21,32,19,22,33,46,28,46,41,20,34,54,53,42,27,31,35,48,17,55,28,18,56,44,22,52,47,56,25,35,52,44,19,51,30,30,74,79,47,67,22,21,33,20,21,20,21,31,30,22,19,21,26,27,43,20,25,22,26,37,19,23,31,22,51,57,24,20,44,26,34,30,49,32,42,27,22,21,33,27,21,44,26,30,37,33,32,27,22,21,52,23,60,25,43,23,28,32,38,20,28,28,18,21,41,20,22,21,20,36,23,33,53,26,60,47,60,33,30,69,77,34,35,46,41,20,32,54,45,44,53,56,26,17,19,0,18,27,35,27,31,34,48,17,57,28,18,56,44,24,21,25,38,49,23,42,43,20,30,21,19,29,28,21,32,19,22,21,31,71,21,47,21,41,49,54,39,40,20,21,21,34,36,25,46,23,21,43,21,40,38,50,22,21,34,34,22,25,23,19,27,26,60,65,31,53,46,62,51,63,48,17,46,24,35,51,38,22,29,48,28,42,32,19,22,22,27,31,23,19,23
uk_21D,21,22,72,22,21,31,27,34,34,50,37,48,22,30,42,21,20,30,19,20,27,28,19,27,19,26,33,47,29,45,40,23,36,54,51,47,26,28,36,47,19,51,27,20,57,47,23,52,43,54,21,35,51,47,21,48,26,31,75,77,47,65,21,21,34,19,22,19,20,32,31,22,22,23,29,30,42,20,27,22,26,34,20,22,32,22,51,54,23,20,45,25,34,31,48,30,40,29,22,20,35,30,22,45,25,31,38,32,30,29,21,20,50,22,62,23,44,23,25,32,39,21,27,30,21,21,43,19,16,21,22,34,26,34,52,27,60,50,61,33,30,71,77,34,38,45,40,23,34,54,43,43,51,54,28,16,19,18,0,29,37,26,28,34,47,19,54,27,20,57,47,21,21,24,37,48,22,40,42,21,32,19,20,27,28,19,27,19,21,21,29,70,22,43,22,37,50,52,41,39,24,20,20,35,34,24,44,25,23,42,22,43,39,50,22,22,36,32,22,24,23,20,28,26,61,63,31,51,43,61,48,60,47,18,47,21,35,52,39,22,29,50,30,45,30,21,23,16,28,35,23,22,21
uk_21E,34,27,71,30,21,28,35,30,31,50,36,48,29,34,41,28,32,33,23,22,31,31,23,27,32,32,32,39,31,41,40,32,38,49,49,45,30,31,31,43,31,52,30,34,57,44,28,49,45,54,28,34,50,47,30,49,33,34,66,72,46,59,33,32,38,27,31,28,31,35,34,27,32,27,33,34,43,26,30,36,36,34,34,31,35,36,50,51,30,33,47,32,37,32,47,33,37,33,32,32,34,27,31,47,32,32,38,34,33,33,32,32,49,32,59,31,47,33,31,35,35,28,30,28,34,33,42,33,30,35,30,30,31,31,54,32,59,50,58,32,28,61,73,33,35,41,40,32,36,49,41,44,49,55,30,28,26,27,29,0,21,30,31,30,43,31,55,30,34,57,44,21,33,32,36,48,29,38,41,28,33,23,22,31,27,23,27,32,33,32,33,69,32,44,29,41,46,49,42,39,27,29,31,38,35,31,42,33,26,43,29,44,35,47,35,25,40,36,36,36,32,34,29,30,56,64,33,46,45,61,53,60,44,27,47,29,34,40,39,31,36,51,28,44,33,28,30,30,32,38,35,33,34
uk_21F,40,39,71,36,32,34,38,38,38,47,40,47,37,38,43,41,37,36,36,36,37,37,36,36,38,34,39,41,34,45,42,35,39,47,48,46,37,37,37,47,40,50,37,39,55,47,35,48,43,52,33,35,44,48,37,47,38,39,66,72,43,56,39,39,36,36,35,35,38,37,36,37,36,36,37,36,43,35,34,43,38,36,38,34,36,43,50,54,33,36,44,35,36,35,43,36,39,33,36,38,36,34,38,44,35,35,39,38,36,33,36,38,48,35,60,35,44,41,36,38,43,37,28,33,37,37,41,37,38,42,36,38,34,38,57,37,58,47,59,39,35,67,76,38,43,45,42,35,38,47,43,37,48,51,38,40,39,35,37,21,0,37,37,36,47,40,53,37,39,55,47,32,39,37,40,47,37,37,43,41,39,36,36,37,34,36,36,38,39,39,39,66,39,44,37,44,46,52,43,39,35,38,38,38,39,37,43,36,36,43,36,42,43,41,40,34,40,38,43,37,38,38,38,39,55,62,39,46,42,60,53,65,45,38,44,34,35,36,38,38,36,48,33,42,35,38,38,38,35,39,42,39,40
uk_22,25,24,60,12,24,31,30,33,32,45,35,45,29,30,38,24,26,19,19,20,8,10,21,30,25,25,15,26,28,27,38,23,33,47,46,44,0,11,15,33,26,42,9,27,54,44,16,37,42,43,22,30,49,44,25,49,19,20,68,75,43,62,23,23,31,23,19,21,21,31,30,25,26,23,30,29,39,23,27,28,22,34,25,23,27,28,48,49,23,20,42,24,33,26,42,29,21,28,22,26,33,27,22,42,24,26,31,34,29,28,23,26,46,27,60,23,38,27,28,32,36,22,25,16,27,26,38,24,27,23,12,33,24,32,55,14,59,45,56,15,11,67,71,14,38,27,38,23,32,47,36,39,46,50,29,25,29,27,26,30,37,0,11,14,33,26,45,9,27,54,44,24,23,19,35,45,29,40,38,24,31,19,20,8,8,21,30,25,23,23,24,64,24,43,24,33,43,51,37,35,27,20,21,33,30,23,31,28,23,39,26,40,36,48,27,24,35,27,28,23,25,25,25,28,45,61,23,37,38,57,47,62,42,26,46,23,30,51,37,22,28,49,16,43,28,26,22,27,30,35,28,26,25
uk_23,30,30,59,18,27,34,30,33,34,48,35,45,31,33,40,30,29,20,24,23,10,11,24,31,30,28,16,26,32,27,39,29,36,45,46,41,11,0,15,31,32,45,10,31,54,45,19,38,41,42,23,35,49,44,30,47,20,22,69,75,43,62,28,26,34,26,25,26,27,32,32,26,31,27,32,32,41,26,29,34,27,37,28,28,30,34,50,51,28,27,41,27,36,30,41,28,20,31,25,31,36,29,29,41,27,30,30,34,28,31,26,31,46,29,60,27,39,33,30,33,37,24,28,21,29,31,39,27,31,29,18,33,28,34,55,19,61,48,57,16,11,67,71,14,39,27,39,29,35,45,39,38,46,50,33,31,32,31,28,31,37,11,0,13,31,32,48,10,31,54,45,27,31,22,35,45,31,42,40,30,32,24,23,10,10,24,31,30,28,26,29,62,30,41,30,34,44,50,39,37,29,26,27,34,34,26,31,31,26,41,30,41,37,48,33,27,35,30,34,28,31,28,31,32,44,60,29,35,40,57,49,62,44,31,45,24,35,51,40,27,32,50,21,43,32,31,27,31,29,37,34,31,30
uk_24,34,33,58,21,28,34,31,33,35,46,37,45,33,33,41,33,32,22,27,26,13,13,27,33,32,27,17,24,32,27,39,30,37,48,46,43,14,13,3,31,34,46,12,35,53,43,24,38,43,40,24,38,48,45,32,50,23,23,64,74,44,61,32,31,36,28,27,29,30,34,33,29,34,27,33,33,41,27,30,37,33,39,30,29,32,37,49,51,29,30,41,29,33,33,45,32,20,32,28,34,36,29,31,41,29,33,34,35,32,32,29,34,48,31,61,30,41,36,32,34,37,27,32,24,33,32,40,32,34,32,21,33,31,35,55,21,60,46,60,17,11,68,69,13,40,27,39,30,34,48,40,39,46,50,35,32,34,34,34,30,36,14,13,0,31,34,49,12,35,53,43,28,34,25,37,45,33,41,41,33,33,27,26,13,13,27,33,32,32,31,30,65,33,44,33,37,38,48,40,36,31,29,30,36,35,31,30,33,26,41,33,41,37,48,34,28,37,33,37,34,33,30,34,33,43,57,31,35,43,55,51,65,45,34,43,25,38,49,39,32,33,51,24,44,33,33,29,34,30,38,37,33,34
uk_25,52,52,52,40,43,36,42,45,42,48,48,49,46,44,46,48,43,29,42,45,29,29,41,44,48,49,30,30,44,26,40,44,47,50,49,47,33,31,31,0,49,46,31,53,52,50,39,52,48,44,39,44,42,47,49,48,38,41,66,66,44,61,50,46,37,44,42,48,50,34,38,45,49,46,44,46,44,46,39,57,43,42,46,45,40,57,42,51,45,49,48,43,43,47,50,43,28,37,45,49,40,45,49,48,43,47,46,41,43,37,46,49,52,43,59,43,46,52,45,36,40,42,43,35,45,47,52,51,48,52,40,45,47,42,57,38,54,48,55,30,31,62,68,26,48,26,40,44,46,50,46,46,49,46,45,48,50,48,47,43,47,33,31,31,0,49,49,31,53,52,50,43,50,40,48,49,46,43,46,48,40,42,45,29,33,41,44,48,50,46,42,60,53,46,52,44,48,49,43,48,43,49,50,33,42,47,25,48,45,44,42,37,40,42,55,43,45,46,57,44,51,46,47,40,40,59,48,35,49,56,52,65,47,52,48,40,44,52,46,50,50,42,35,50,41,50,49,48,44,44,56,54,52
uk_26,14,15,72,18,22,32,25,34,34,50,35,48,21,27,40,15,21,29,19,19,30,31,21,28,17,23,32,47,26,44,39,19,35,52,49,46,26,32,36,49,0,56,29,15,57,44,22,50,44,55,24,36,53,44,16,53,29,31,76,82,47,68,17,17,31,19,19,16,14,32,29,18,15,21,29,28,41,17,24,16,23,36,19,23,34,16,51,56,22,16,43,25,34,30,49,31,42,29,21,16,33,26,17,43,25,30,36,32,31,29,20,16,50,25,63,21,43,14,27,31,39,19,27,28,18,17,44,15,15,13,18,34,23,34,57,26,66,50,60,32,31,74,82,33,40,44,39,19,33,52,42,45,49,54,29,20,21,17,19,31,40,26,32,34,49,0,58,29,15,57,44,22,14,24,35,48,21,40,40,15,30,19,19,30,29,21,28,17,17,17,37,71,16,48,16,40,50,55,41,38,26,15,14,35,35,23,44,16,21,41,19,43,39,48,15,20,35,34,16,24,18,19,30,30,61,66,31,52,45,61,49,69,45,18,47,23,36,53,39,18,29,52,28,46,32,14,21,15,27,30,16,16,14
uk_27,60,57,63,50,39,47,47,50,50,48,49,50,51,48,46,56,52,42,47,51,41,43,46,52,55,52,50,53,51,47,50,48,52,51,53,51,45,48,51,49,58,3,45,59,54,52,49,44,48,52,48,41,46,46,54,53,45,50,67,66,45,58,56,52,37,51,48,56,58,44,48,55,56,55,51,51,48,52,51,64,55,40,52,48,46,64,45,54,52,56,50,46,50,50,49,45,47,49,55,55,50,53,53,50,46,50,50,48,45,49,55,55,53,49,61,53,51,61,49,46,51,52,50,48,52,53,50,54,55,57,50,50,55,50,53,48,60,48,52,50,46,69,62,49,56,47,50,48,52,51,50,50,53,51,53,55,56,57,54,55,53,45,48,49,49,58,0,45,59,54,52,39,59,43,49,50,51,42,46,56,50,47,51,41,47,46,52,55,56,52,48,64,57,52,57,42,52,53,48,49,52,57,58,42,47,49,48,54,54,48,50,44,51,52,61,50,50,48,64,54,50,52,42,42,57,57,45,50,46,55,56,64,43,58,48,49,41,49,53,57,52,50,48,49,48,55,55,55,51,51,63,60,60
uk_28,28,28,58,15,24,29,30,34,33,44,36,46,29,30,40,27,27,19,21,20,8,9,22,31,27,24,15,25,29,26,38,25,34,47,45,44,9,10,14,31,29,42,0,27,52,43,19,35,39,41,22,32,48,44,27,49,18,21,69,74,45,63,26,25,32,23,22,23,24,31,29,27,27,24,30,31,37,23,27,31,26,34,26,27,27,31,48,50,25,25,40,26,33,29,44,27,19,26,21,28,34,28,27,40,26,29,33,32,27,26,22,28,47,27,61,25,40,30,28,32,36,23,27,19,28,29,39,27,28,26,15,34,25,33,55,13,58,44,58,15,10,66,71,12,39,26,38,25,33,47,35,40,45,49,30,27,30,28,27,30,37,9,10,12,31,29,45,0,27,52,43,24,28,20,36,46,29,39,40,27,30,21,20,8,8,22,31,27,26,25,23,64,27,44,27,32,44,49,38,36,26,23,24,33,31,26,31,29,23,37,27,40,36,48,30,25,34,30,31,27,28,26,28,29,43,61,26,34,41,55,49,63,44,29,44,23,32,50,38,26,31,49,19,41,29,27,24,28,29,37,31,29,28
uk_29,15,16,75,18,24,32,30,37,37,48,36,51,19,30,43,15,18,32,22,21,30,30,23,32,15,23,35,47,28,44,41,20,35,54,54,47,27,31,37,53,15,57,27,0,57,40,24,53,46,57,26,38,55,48,15,54,30,32,77,82,48,69,13,17,37,20,20,16,15,31,33,23,14,20,27,25,37,20,27,15,26,35,16,24,31,15,54,58,23,16,43,27,34,29,50,33,42,30,20,17,35,30,18,43,27,29,37,34,33,30,19,17,50,22,65,26,44,15,29,31,40,20,28,31,15,19,44,16,20,15,18,37,21,37,61,27,65,48,63,35,32,77,86,35,40,44,41,20,34,54,45,47,54,57,31,19,24,18,20,34,39,27,31,35,53,15,59,27,0,57,40,24,15,25,36,51,19,43,43,15,32,22,21,30,30,23,32,15,13,17,37,75,17,49,17,42,50,55,41,39,29,16,15,35,37,24,49,24,20,37,22,42,40,51,15,22,39,35,15,27,21,16,34,32,64,68,33,53,46,65,56,71,48,19,49,25,38,54,42,18,30,52,31,47,33,16,22,20,29,36,14,15,15
uk_30,61,59,63,57,55,50,51,53,52,48,49,53,53,52,51,59,53,49,54,53,50,51,53,51,55,55,54,52,45,49,50,49,50,54,50,46,54,54,53,52,57,53,52,57,0,47,55,53,51,55,52,53,53,52,57,53,54,53,65,69,54,61,61,56,51,55,55,57,60,50,52,56,58,58,50,47,48,56,54,65,55,53,54,51,51,65,50,53,50,56,51,53,51,50,55,50,53,50,53,57,51,52,56,51,53,50,52,46,50,50,53,57,50,53,54,52,47,61,53,50,48,54,52,51,53,56,53,57,53,62,57,53,57,52,54,53,51,48,56,54,53,62,70,52,53,49,50,49,50,54,52,51,50,57,53,60,56,56,57,57,55,54,54,53,52,57,54,52,57,0,47,55,57,54,49,53,53,50,51,59,53,54,53,50,53,53,51,55,61,56,53,58,59,51,56,56,55,58,52,53,52,59,60,51,47,50,51,55,58,48,54,46,48,54,61,55,49,50,65,53,58,54,52,54,54,58,54,55,46,57,48,56,51,60,53,53,53,43,54,59,54,51,51,53,51,57,56,53,55,51,64,59,61
uk_31,51,49,63,46,43,42,42,42,40,49,46,50,44,44,46,49,46,44,45,44,44,45,44,41,46,46,43,46,44,45,47,44,44,43,42,48,44,45,44,50,44,50,43,40,47,0,44,47,45,54,44,41,52,50,45,51,46,47,65,64,49,59,49,48,41,46,47,50,50,40,42,46,48,44,41,42,40,47,44,54,42,46,45,47,46,54,51,54,44,47,47,47,45,45,44,44,46,45,47,48,44,43,45,47,47,45,43,39,44,45,48,48,49,46,58,44,45,51,47,44,45,46,45,43,48,47,47,49,46,51,46,42,46,40,54,46,58,49,54,43,44,63,72,44,42,45,47,44,44,43,42,45,42,54,44,47,48,44,47,44,47,44,45,43,50,44,52,43,40,47,0,43,48,44,46,50,44,47,46,49,44,45,44,44,43,44,41,46,49,48,46,68,49,49,46,49,50,51,47,45,44,49,50,44,43,46,47,44,43,40,46,44,45,50,52,45,43,46,54,42,47,45,47,46,55,58,44,47,48,54,53,64,47,49,41,44,41,49,47,49,45,49,43,41,47,47,45,46,39,45,52,51,51
uk_32,24,18,70,23,0,13,23,23,24,47,31,41,14,24,35,17,17,24,8,12,20,22,7,21,22,24,30,40,26,39,32,17,35,50,47,47,24,27,30,43,22,36,24,24,55,43,26,48,40,53,15,35,49,42,22,51,26,32,69,75,39,62,21,20,35,13,22,18,21,24,28,20,19,18,28,29,41,14,22,26,32,26,19,19,27,26,44,52,25,20,42,21,33,30,47,20,35,27,23,22,33,24,19,42,21,30,36,28,20,27,22,22,48,19,55,26,43,22,23,27,28,16,29,29,21,19,42,23,19,24,23,23,24,24,56,25,61,47,60,30,25,67,75,28,42,39,32,17,33,50,39,43,47,49,32,20,23,24,21,21,32,24,27,28,43,22,39,24,24,55,43,0,21,20,31,41,14,31,35,17,26,8,12,20,26,7,21,22,21,20,34,65,23,45,19,37,47,52,32,37,28,19,21,27,27,25,37,26,17,41,24,38,28,49,24,15,37,35,26,31,24,19,32,26,56,60,28,43,45,58,48,63,43,23,44,14,35,45,39,24,29,48,29,46,24,18,24,19,30,36,25,25,24
uk_33,12,11,74,19,21,31,29,35,34,52,34,50,18,30,42,12,17,30,15,16,28,30,18,30,15,22,35,47,26,46,40,16,32,53,51,46,23,31,35,50,14,56,28,15,57,48,22,54,43,57,24,39,54,48,18,53,28,31,76,83,47,69,15,17,36,17,18,11,11,31,32,21,15,20,28,29,40,17,26,13,29,35,16,20,30,13,49,58,22,10,48,26,34,29,50,30,41,27,18,19,35,30,15,48,26,29,36,35,30,27,17,19,53,22,66,22,46,12,26,30,38,16,25,27,17,17,44,15,17,12,19,35,22,34,62,24,67,52,64,35,31,75,85,34,41,46,40,16,30,53,41,44,51,56,28,19,21,21,21,33,39,23,31,34,50,14,59,28,15,57,48,21,0,23,34,50,18,44,42,12,31,15,16,28,28,18,30,15,15,17,35,74,17,47,16,42,50,56,41,41,29,12,11,35,34,23,48,24,20,40,22,42,38,51,12,21,39,35,13,28,18,16,33,31,64,69,32,54,46,63,54,70,44,17,52,22,39,55,42,16,26,55,27,49,29,12,19,17,32,37,11,13,12
uk_34,25,24,63,15,20,26,14,36,35,45,31,44,18,28,37,23,17,18,20,24,20,19,19,28,22,22,28,37,27,36,36,22,34,49,46,45,19,22,27,40,24,40,20,25,54,44,14,44,43,49,16,31,44,43,23,50,20,24,71,75,42,64,18,13,33,20,14,23,25,24,26,22,22,25,30,30,38,24,23,27,26,25,17,16,29,27,45,51,23,21,36,24,32,31,45,27,31,24,22,21,29,30,22,36,24,31,34,32,27,24,21,21,46,19,59,25,41,23,27,28,34,16,26,20,17,16,41,22,19,19,15,36,24,35,54,19,61,45,61,28,24,74,77,26,39,36,36,22,33,49,37,44,46,51,30,23,27,25,24,32,37,19,22,25,40,24,43,20,25,54,44,20,23,0,31,44,18,39,37,23,29,20,24,20,22,19,28,22,18,13,25,63,26,44,25,34,47,51,36,39,28,24,25,28,32,26,36,24,25,38,24,38,34,49,26,24,35,27,27,27,25,17,25,22,55,61,27,40,44,59,47,65,39,24,44,14,31,50,40,25,25,45,20,44,29,24,24,19,27,35,26,25,25
uk_35,36,33,67,36,31,31,30,31,31,46,0,22,24,32,26,35,32,32,29,32,34,34,29,31,36,33,37,43,34,44,34,34,33,45,45,43,35,35,37,48,35,46,36,36,49,46,34,50,39,50,33,37,51,37,37,47,34,35,62,70,40,60,36,33,37,35,32,35,38,31,35,34,34,36,34,34,35,36,34,42,37,30,33,33,36,42,44,50,34,35,41,32,39,34,46,29,39,32,34,35,36,31,30,41,32,34,35,33,29,32,34,35,48,33,53,33,41,36,32,35,28,32,34,33,30,33,41,35,33,39,36,31,34,31,55,35,59,46,55,37,37,62,72,35,42,44,34,34,32,45,38,38,45,49,37,37,35,38,37,36,40,35,35,37,48,35,49,36,36,49,46,31,34,31,0,22,24,34,26,35,31,29,32,34,37,29,31,36,36,33,36,59,34,41,29,42,39,48,38,39,30,38,38,34,30,33,46,32,36,35,33,37,28,47,39,35,39,32,42,36,35,33,36,35,58,57,37,50,42,55,45,61,43,38,44,33,37,47,44,35,34,49,33,44,29,32,34,33,35,37,39,37,36
